Name	eaiQuoteID	type	uom	ccy	businessCalendar	lotSize	tenor	Commodity	limSymbol	limMultiplier	defaultPrecision	clearPortPrecision	expiryRule	exchange	volatilityID	indexLevel	forwardMarket	pricingRule	formula	rollbefore	promptness	bblPerMT
Forties Crude 1st month (Platts)	332	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCADJ00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.66)
Ekofisk Crude 1st month (Platts)	333	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCADI00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.74)
Statfjord Crude 1st month (Platts)	334	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCAEE00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.44)
Oseberg Crude 1st month (Platts)	335	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCAEU00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Flotta Crude 1st month (Platts)	336	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCACZ00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Mid Unl RFG USGC Pipeline (Platts)	337	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKU00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl CARBOB San Francisco Pipeline (OPIS)	338	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(SF.CARBOB.R)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Prem Unl CARBOB San Francisco Pipeline (OPIS)	339	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(SF.CARBOB.P)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl CARBOB LA Pipeline (OPIS)	340	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(LA.CARBOB.R)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Prem Unl CARBOB LA Pipeline (OPIS)	341	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(LA.CARBOB.P)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Tapis Crude 1st month (Platts)	342	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	Some(PCACB00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.91)
Reg Unl RFG USGC Waterborne (Platts)	343	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKL00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Mid Unl RFG USGC Waterborne (Platts)	344	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKM00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Super Prem Unl RFG USGC Pipeline (Platts)	345	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKW00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl CARBOB LA Pipeline (Platts)	346	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(AAKYJ00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Cinta Crude 1st month (Platts)	347	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	Some(PCAAX00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.31)
Duri Crude 1st month (Platts)	348	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	Some(PCABA00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.82)
Minas Crude 1st month (Platts)	349	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	Some(PCABO00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Widuri Crude 1st month(Platts)	350	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	Some(PCAFE00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Cinta Crude 1st month (APPI)	351	PublishedIndex	bbl                 	USD                 	APP	None                	Day                 	Crude	Some(APPI.CRUDE.CINTA)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.31)
Duri Crude 1st month (APPI)	352	PublishedIndex	bbl                 	USD                 	APP	None                	Day                 	Crude	Some(APPI.CRUDE.DURI)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.82)
Minas Crude 1st month (APPI)	353	PublishedIndex	bbl                 	USD                 	APP	None                	Day                 	Crude	Some(APPI.CRUDE.MINAS)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Widuri Crude 1st month (APPI)	354	PublishedIndex	bbl                 	USD                 	APP	None                	Day                 	Crude	Some(APPI.CRUDE.WIDURI)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Cinta Crude 1st month (RIM)	355	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	Some(RIM_RC015T1$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.31)
Prem Unl FOB NWE Cargoes (Argus)	356	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPTZNESC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Minas Crude 1st month (RIM)	357	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	Some(RIM_RC029T1$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Widuri Crude 1st month (RIM)	358	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	Some(RIM_RC233T1$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Duri Crude 1st month (RIM)	359	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	Some(RIM_RC017T1$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.82)
Prem Unl CIF NWE Cargoes (Argus)	361	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPTZNEDC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl FOB NWE Cargoes (Argus)	362	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPGUNESC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl CIF NWE Cargoes (Argus)	363	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPGUNEDC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Prem Unl FOB Med Cargoes (Argus)	364	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPGVWMAC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Prem Unl CIF Med Cargoes (Argus)	365	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPGVWMDC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl 98 FOB NWE Barges (Argus)	366	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GP09NEAB)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Prem Unl 50ppm FOB NWE Barges (Argus)	367	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPTZNE50)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl FOB NWE Barges (Argus)	368	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Gasoline	Some(GPGUNESB)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Reg Unl Phoenix Pipeline (OPIS)	369	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Naphtha CIF NWE Cargoes (Argus)	370	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Naphtha	Some(GPNANEDU)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.9)
Naphtha FOB Med Cargoes (Argus)	371	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Naphtha	Some(GPNAWMSC)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.9)
Naphtha CIF Med Cargoes (Argus)	372	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Naphtha	Some(GPNAWMDU)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.9)
Naphtha FOB NWE Barges (Argus)	373	PublishedIndex	MT                  	USD                 	ARE	None                	Day                 	Naphtha	Some(GPNANESB)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.9)
MTBE FOB Singapore Cargoes (Platts)	374	PublishedIndex	MT                  	USD                 	PLD	None                	Day                 	Gasoline	Some(PHALF00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
No.2 LS USGC Waterborne (Platts)	375	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(POAES00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Tapis Crude 1st month (APPI)	376	PublishedIndex	bbl                 	USD                 	APP	None                	Day                 	Crude	Some(APPI.CRUDE.TAPIS)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.91)
Jet 54 USGC Pipeline (Platts)	377	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	JetKero	Some(PJABO00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.878)
Unl 95 FOB AG Cargoes (Platts)	378	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Gasoline	Some(AAICY00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Super Prem Unl RFG NYH Barges (Platts)	381	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKE00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl RBOB NYH Barges (Platts)	382	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(AAMGV00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Reg Unl RBOB Buckeye (Platts)	383	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(AAMHB00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Mid Unl RFG NYH Barges (Platts)	384	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGAKC00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
